SINAPI - Sistema Nacional de Pesquisa de Custos e Índices da Construção Civil,,,,
RELATÓRIO DE CUSTOS DE COMPOSIÇÕES - ENCARGOS SOCIAIS SEM DESONERAÇÃO,,,,
Grupo,"Código da
Composição",Descrição,Unidade,Custo (R$)
Rasgos e Fixações,104781,"RASGO LINEAR MECANIZADO EM ALVENARIA, PARA RAMAIS/ DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM. AF_09/2023",M,"9,45"
Rasgos e Fixações,104779,"RASGO LINEAR MECANIZADO EM ALVENARIA, PARA RAMAIS/ DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023",M,"8,18"
Rasgos e Fixações,104787,"RASGO LINEAR MECANIZADO EM CONCRETO, PARA RAMAIS/ DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM. AF_09/2023",M,"2,39"
Rasgos e Fixações,104788,"RASGO LINEAR MECANIZADO EM CONCRETO, PARA RAMAIS/ DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 100 MM. AF_09/2023",M,"3,18"
Rasgos e Fixações,104786,"RASGO LINEAR MECANIZADO EM CONCRETO, PARA RAMAIS/ DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023",M,"1,80"
Rasgos e Fixações,90445,"RASGO LINEAR MECANIZADO EM CONTRAPISO, PARA RAMAIS/ DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM. AF_09/2023_PS",M,"11,85"
Rasgos e Fixações,90446,"RASGO LINEAR MECANIZADO EM CONTRAPISO, PARA RAMAIS/ DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 100 MM. AF_09/2023_PS",M,"15,73"
Rasgos e Fixações,90444,"RASGO LINEAR MECANIZADO EM CONTRAPISO, PARA RAMAIS/ DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023_PS",M,"8,92"
Rasgos e Fixações,104764,"SUPORTE PARA 2 ELETRODUTOS, ESPAÇADO A CADA 80 CM, EM PERFILADO COM COMPRIMENTO DE 25 CM FIXADO EM LAJE, POR METRO DE ELETRODUTO FIXADO. AF_09/2023",M,"22,85"
Rasgos e Fixações,90460,"SUPORTE PARA 2 TUBOS HORIZONTAIS, ESPAÇADO A CADA 56 CM, EM PERFILADO COM COMPRIMENTO DE 25 CM FIXADO EM LAJE, POR METRO DE TUBULAÇÃO FIXADA. AF_09/2023",M,"27,75"
Rasgos e Fixações,90462,"SUPORTE PARA 2 TUBOS VERTICAIS, ESPAÇADO A CADA 150 CM, EM PERFILADO COM COMPRIMENTO DE 25 CM FIXADO EM PAREDE, POR METRO DE TUBULAÇÃO FIXADA. AF_09/2023",M,"4,84"
Rasgos e Fixações,104765,"SUPORTE PARA 4 ELETRODUTOS, ESPAÇADO A CADA 80 CM, EM PERFILADO COM COMPRIMENTO DE 42 CM FIXADO EM LAJE, POR METRO DE ELETRODUTO FIXADO. AF_09/2023",M,"18,76"
Rasgos e Fixações,90461,"SUPORTE PARA 4 TUBOS HORIZONTAIS, ESPAÇADO A CADA 56 CM, EM PERFILADO COM COMPRIMENTO DE 42 CM FIXADO EM LAJE, POR METRO DE TUBULAÇÃO FIXADA. AF_09/2023",M,"21,16"
Rasgos e Fixações,90463,"SUPORTE PARA 4 TUBOS VERTICAIS, ESPAÇADO A CADA 150 CM, EM PERFILADO COM COMPRIMENTO DE 42 CM FIXADO EM PAREDE, POR METRO DE TUBULAÇÃO FIXADA. AF_09/2023",M,"4,17"
Rasgos e Fixações,96562,"SUPORTE PARA ELETROCALHA LISA OU PERFURADA EM AÇO GALVANIZADO, LARGURA 400 MM, EM PERFILADO COM COMPRIMENTO DE 45 CM FIXADO EM LAJE, POR METRO DE ELETROCALHA FIXADA. AF_09/2023",M,"56,76"
Rasgos e Fixações,96563,"SUPORTE PARA ELETROCALHA LISA OU PERFURADA EM AÇO GALVANIZADO, LARGURA 800 MM, EM PERFILADO COM COMPRIMENTO DE 85 CM FIXADO EM LAJE, POR METRO DE ELETROCALHA FIXADA. AF_09/2023",M,"62,62"
Rasgos e Fixações,96560,"SUPORTE PARA DUTO EM CHAPA GALVANIZADA BITOLA 24, EM PERFILADO COM COMPRIMENTO DE 55 CM FIXADO EM LAJE, POR METRO DE DUTO FIXADO. AF_09/2023",M2,"37,36"
Rasgos e Fixações,96559,"SUPORTE PARA DUTO EM CHAPA GALVANIZADA BITOLA 26, EM PERFILADO COM COMPRIMENTO DE 35 CM FIXADO EM LAJE, POR METRO DE DUTO FIXADO. AF_09/2023",M2,"38,67"
Rasgos e Fixações,91188,CHUMBAMENTO PONTUAL DE ABERTURA EM LAJE COM PASSAGEM DE 1 TUBO COM DIÂMETRO DE 50 MM. AF_09/2023,UN,"15,28"
Rasgos e Fixações,91189,CHUMBAMENTO PONTUAL DE ABERTURA EM LAJE COM PASSAGEM DE 5 TUBOS COM DIÂMETROS DE 50 MM. AF_09/2023,UN,"83,39"
Rasgos e Fixações,91192,CHUMBAMENTO PONTUAL EM PASSAGEM DE TUBO COM DIÂMETRO MAIOR QUE 75 MM E MENORES OU IGUAIS A 150 MM. AF_09/2023,UN,"25,51"
Rasgos e Fixações,91190,CHUMBAMENTO PONTUAL EM PASSAGEM DE TUBO COM DIÂMETRO MENOR OU IGUAL A 40 MM. AF_09/2023,UN,"12,43"
Rasgos e Fixações,91191,CHUMBAMENTO PONTUAL EM PASSAGEM DE TUBO COM DIÂMETROS ENTRE 40 MM E 75 MM. AF_09/2023,UN,"17,12"
Rasgos e Fixações,95541,"FIXAÇÃO DE DUTOS FLEXÍVEIS CIRCULARES, DIÂMETRO 109 MM OU 4"", COM ABRAÇADEIRA METÁLICA FLEXÍVEL FIXADA DIRETAMENTE NA LAJE, SOMENTE MÃO DE OBRA. AF_09/2023",UN,"29,38"
Rasgos e Fixações,104759,"FURO MANUAL EM ALVENARIA, PARA INSTALAÇÕES ELÉTRICAS, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM. AF_09/2023",UN,"48,89"
Rasgos e Fixações,104760,"FURO MANUAL EM ALVENARIA, PARA INSTALAÇÕES ELÉTRICAS, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 100 MM. AF_09/2023",UN,"71,40"
Rasgos e Fixações,104758,"FURO MANUAL EM ALVENARIA, PARA INSTALAÇÕES ELÉTRICAS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023",UN,"18,34"
Rasgos e Fixações,90437,"FURO MANUAL EM ALVENARIA, PARA INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM. AF_09/2023",UN,"47,25"
Rasgos e Fixações,90438,"FURO MANUAL EM ALVENARIA, PARA INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 100 MM. AF_09/2023",UN,"69,02"
Rasgos e Fixações,90436,"FURO MANUAL EM ALVENARIA, PARA INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023",UN,"17,73"
Rasgos e Fixações,104770,"FURO MECANIZADO EM ALVENARIA, PARA INSTALAÇÕES ELÉTRICAS, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM. AF_09/2023",UN,"2,06"
Rasgos e Fixações,104772,"FURO MECANIZADO EM ALVENARIA, PARA INSTALAÇÕES ELÉTRICAS, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 100 MM. AF_09/2023",UN,"3,02"
Rasgos e Fixações,104768,"FURO MECANIZADO EM ALVENARIA, PARA INSTALAÇÕES ELÉTRICAS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023",UN,"0,77"
Rasgos e Fixações,104769,"FURO MECANIZADO EM ALVENARIA, PARA INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM. AF_09/2023",UN,"2,00"
Rasgos e Fixações,104771,"FURO MECANIZADO EM ALVENARIA, PARA INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 100 MM. AF_09/2023",UN,"2,92"
Rasgos e Fixações,104767,"FURO MECANIZADO EM ALVENARIA, PARA INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023",UN,"0,75"
Rasgos e Fixações,104762,"FURO MECANIZADO EM CONCRETO, COM MARTELO DEMOLIDOR, PARA INSTALAÇÕES ELÉTRICAS, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM. AF_09/2023",UN,"7,47"
Rasgos e Fixações,104763,"FURO MECANIZADO EM CONCRETO, COM MARTELO DEMOLIDOR, PARA INSTALAÇÕES ELÉTRICAS, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 150 MM. AF_09/2023",UN,"10,92"
Rasgos e Fixações,104761,"FURO MECANIZADO EM CONCRETO, COM MARTELO DEMOLIDOR, PARA INSTALAÇÕES ELÉTRICAS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023",UN,"2,79"
Rasgos e Fixações,90440,"FURO MECANIZADO EM CONCRETO, COM MARTELO DEMOLIDOR, PARA INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM. AF_09/2023",UN,"7,25"
Rasgos e Fixações,90441,"FURO MECANIZADO EM CONCRETO, COM MARTELO DEMOLIDOR, PARA INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 150 MM. AF_09/2023",UN,"10,60"
Rasgos e Fixações,90439,"FURO MECANIZADO EM CONCRETO, COM MARTELO DEMOLIDOR, PARA INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023",UN,"2,71"
Rasgos e Fixações,104776,"FURO MECANIZADO EM CONCRETO, COM PERFURATRIZ, PARA INSTALAÇÕES ELÉTRICAS, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM. AF_09/2023",UN,"7,23"
Rasgos e Fixações,104778,"FURO MECANIZADO EM CONCRETO, COM PERFURATRIZ, PARA INSTALAÇÕES ELÉTRICAS, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 150 MM. AF_09/2023",UN,"10,57"
Rasgos e Fixações,104774,"FURO MECANIZADO EM CONCRETO, COM PERFURATRIZ, PARA INSTALAÇÕES ELÉTRICAS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023",UN,"2,70"
Rasgos e Fixações,104775,"FURO MECANIZADO EM CONCRETO, COM PERFURATRIZ, PARA INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM. AF_09/2023",UN,"7,02"
Rasgos e Fixações,104777,"FURO MECANIZADO EM CONCRETO, COM PERFURATRIZ, PARA INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 150 MM. AF_09/2023",UN,"10,25"
Rasgos e Fixações,104773,"FURO MECANIZADO EM CONCRETO, COM PERFURATRIZ, PARA INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023",UN,"2,61"
Rasgos e Fixações,104782,"PASSANTE TIPO PEÇA EM FÔRMA DE MADEIRA, FIXADO EM LAJE, PARA PASSAGEM DE NO MÁXIMO 5 TUBOS DE 50 MM DE DIÂMETRO. AF_09/2023",UN,"66,39"
Rasgos e Fixações,90451,"PASSANTE TIPO PEÇA EM POLIESTIRENO (ISOPOR), FIXADO EM LAJE, PARA ABERTURA PARA PASSAGEM DE 1 TUBO DE ATÉ 50 MM DE DIÂMETRO. AF_09/2023",UN,"7,10"
Rasgos e Fixações,90452,"PASSANTE TIPO PEÇA EM POLIESTIRENO (ISOPOR), FIXADO EM LAJE, PARA PASSAGEM DE NO MÁXIMO 5 TUBOS DE 50 MM DE DIÂMETRO. AF_09/2023",UN,"24,61"
Rasgos e Fixações,90455,"PASSANTE TIPO TUBO COM DIÂMETRO DE 100 MM, FIXADO EM LAJE, PARA PASSAGEM DE TUBULAÇÕES COM NO MÁXIMO 75 MM DE DIÂMETRO. AF_09/2023",UN,"9,25"
Rasgos e Fixações,104784,"PASSANTE TIPO TUBO COM DIÂMETRO DE 150 MM, FIXADO EM LAJE, PARA PASSAGEM DE TUBULAÇÕES COM NO MÁXIMO 100 MM DE DIÂMETRO. AF_09/2023",UN,"15,60"
Rasgos e Fixações,90453,"PASSANTE TIPO TUBO COM DIÂMETRO DE 40 MM, FIXADO EM LAJE, PARA PASSAGEM DE TUBULAÇÕES COM NO MÁXIMO 32 MM DE DIÂMETRO. AF_09/2023",UN,"4,46"
Rasgos e Fixações,104783,"PASSANTE TIPO TUBO COM DIÂMETRO DE 50 MM, FIXADO EM LAJE, PARA PASSAGEM DE TUBULAÇÕES COM NO MÁXIMO 40 MM DE DIÂMETRO. AF_09/2023",UN,"5,63"
Rasgos e Fixações,90454,"PASSANTE TIPO TUBO COM DIÂMETRO DE 75 MM, FIXADO EM LAJE, PARA PASSAGEM DE TUBULAÇÕES COM NO MÁXIMO 50 MM DE DIÂMETRO. AF_09/2023",UN,"7,17"
Rasgos e Fixações,90459,QUEBRA EM ALVENARIA PARA INSTALAÇÃO DE ABRIGO PARA MANGUEIRAS (90X60 CM). AF_09/2023,UN,"58,13"
Rasgos e Fixações,90456,QUEBRA EM ALVENARIA PARA INSTALAÇÃO DE CAIXA DE TOMADA (4X4 OU 4X2). AF_09/2023,UN,"6,52"
Rasgos e Fixações,90458,QUEBRA EM ALVENARIA PARA INSTALAÇÃO DE QUADRO DISTRIBUIÇÃO GRANDE (76X40 CM). AF_09/2023,UN,"42,50"
Rasgos e Fixações,90457,QUEBRA EM ALVENARIA PARA INSTALAÇÃO DE QUADRO DISTRIBUIÇÃO PEQUENO (19X25 CM). AF_09/2023,UN,"14,89"
Recomposição de Pavimentos,102469,"EXECUÇÃO DE IMPRIMAÇÃO IMPERMEABILIZANTE COM ASFALTO DILUÍDO CM-30, PARA O FECHAMENTO DE VALAS. AF_05/2021",M2,-
Recomposição de Pavimentos,104388,"EXECUÇÃO DE PINTURA DE LIGAÇÃO COM EMULSÃO ASFÁLTICA RR-2C, PARA O FECHAMENTO DE VALAS. AF_12/2020",M2,-
Recomposição de Pavimentos,101870,"REASSENTAMENTO DE BLOCOS 16 FACES PARA PISO INTERTRAVADO, ESPESSURA DE 10 CM, EM VIA/ESTACIONAMENTO, COM REAPROVEITAMENTO DOS BLOCOS 16 FACES - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"45,40"
Recomposição de Pavimentos,101866,"REASSENTAMENTO DE BLOCOS 16 FACES PARA PISO INTERTRAVADO, ESPESSURA DE 4 CM, EM CALÇADA, COM REAPROVEITAMENTO DOS BLOCOS 16 FACES - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"39,17"
Recomposição de Pavimentos,101867,"REASSENTAMENTO DE BLOCOS 16 FACES PARA PISO INTERTRAVADO, ESPESSURA DE 6 CM, EM CALÇADA, COM REAPROVEITAMENTO DOS BLOCOS 16 FACES - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"43,97"
Recomposição de Pavimentos,101868,"REASSENTAMENTO DE BLOCOS 16 FACES PARA PISO INTERTRAVADO, ESPESSURA DE 6 CM, EM VIA/ESTACIONAMENTO, COM REAPROVEITAMENTO DOS BLOCOS 16 FACES - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"35,82"
Recomposição de Pavimentos,101869,"REASSENTAMENTO DE BLOCOS 16 FACES PARA PISO INTERTRAVADO, ESPESSURA DE 8 CM, EM VIA/ESTACIONAMENTO, COM REAPROVEITAMENTO DOS BLOCOS 16 FACES - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"40,62"
Recomposição de Pavimentos,101856,"REASSENTAMENTO DE BLOCOS PISOGRAMA PARA PISO INTERTRAVADO, COM REAPROVEITAMENTO DOS BLOCOS PISOGRAMA - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"32,88"
Recomposição de Pavimentos,101865,"REASSENTAMENTO DE BLOCOS RETANGULAR PARA PISO INTERTRAVADO, ESPESSURA DE 10 CM, EM VIA/ESTACIONAMENTO, COM REAPROVEITAMENTO DOS BLOCOS RETANGULAR - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"43,47"
Recomposição de Pavimentos,101861,"REASSENTAMENTO DE BLOCOS RETANGULAR PARA PISO INTERTRAVADO, ESPESSURA DE 4 CM, EM CALÇADA, COM REAPROVEITAMENTO DOS BLOCOS RETANGULAR - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"38,93"
Recomposição de Pavimentos,101862,"REASSENTAMENTO DE BLOCOS RETANGULAR PARA PISO INTERTRAVADO, ESPESSURA DE 6 CM, EM CALÇADA, COM REAPROVEITAMENTO DOS BLOCOS RETANGULAR - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"42,04"
Recomposição de Pavimentos,101863,"REASSENTAMENTO DE BLOCOS RETANGULAR PARA PISO INTERTRAVADO, ESPESSURA DE 6 CM, EM VIA/ESTACIONAMENTO, COM REAPROVEITAMENTO DOS BLOCOS RETANGULAR - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"33,90"
Recomposição de Pavimentos,101864,"REASSENTAMENTO DE BLOCOS RETANGULAR PARA PISO INTERTRAVADO, ESPESSURA DE 8 CM, EM VIA/ESTACIONAMENTO, COM REAPROVEITAMENTO DOS BLOCOS RETANGULAR - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"38,69"
Recomposição de Pavimentos,101860,"REASSENTAMENTO DE BLOCOS SEXTAVADO PARA PISO INTERTRAVADO, ESPESSURA DE 10 CM, EM VIA/ESTACIONAMENTO, COM REAPROVEITAMENTO DOS BLOCOS SEXTAVADO - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"41,30"
Recomposição de Pavimentos,101857,"REASSENTAMENTO DE BLOCOS SEXTAVADO PARA PISO INTERTRAVADO, ESPESSURA DE 6 CM, EM CALÇADA, COM REAPROVEITAMENTO DOS BLOCOS SEXTAVADOS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"39,96"
Recomposição de Pavimentos,101858,"REASSENTAMENTO DE BLOCOS SEXTAVADO PARA PISO INTERTRAVADO, ESPESSURA DE 6 CM, EM VIA/ESTACIONAMENTO, COM REAPROVEITAMENTO DOS BLOCOS SEXTAVADO - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"33,48"
Recomposição de Pavimentos,101859,"REASSENTAMENTO DE BLOCOS SEXTAVADO PARA PISO INTERTRAVADO, ESPESSURA DE 8 CM, EM VIA/ESTACIONAMENTO, COM REAPROVEITAMENTO DOS BLOCOS SEXTAVADO - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"36,53"
Recomposição de Pavimentos,101852,"REASSENTAMENTO DE PARALELEPÍPEDOS, REJUNTAMENTO COM ARGAMASSA, COM REAPROVEITAMENTO DOS PARALELEPÍPEDOS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"87,93"
Recomposição de Pavimentos,104385,"REASSENTAMENTO DE PARALELEPÍPEDOS, REJUNTAMENTO COM PEDRISCO E EMULSÃO ASFÁLTICA, COM REAPROVEITAMENTO DOS PARALELEPÍPEDOS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,-
Recomposição de Pavimentos,101850,"REASSENTAMENTO DE PARALELEPÍPEDOS, REJUNTAMENTO COM PÓ DE PEDRA, COM REAPROVEITAMENTO DOS PARALELEPÍPEDOS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"71,81"
Recomposição de Pavimentos,101855,"REASSENTAMENTO DE PEDRAS POLIÉDRICAS, REJUNTAMENTO COM ARGAMASSA, COM REAPROVEITAMENTO DAS PEDRAS POLIÉDRICAS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"94,36"
Recomposição de Pavimentos,104386,"REASSENTAMENTO DE PEDRAS POLIÉDRICAS, REJUNTAMENTO COM PEDRISCO E EMULSÃO ASFÁLTICA, COM REAPROVEITAMENTO DAS PEDRAS POLIÉDRICAS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,-
Recomposição de Pavimentos,101853,"REASSENTAMENTO DE PEDRAS POLIÉDRICAS, REJUNTAMENTO COM PÓ DE PEDRA, COM REAPROVEITAMENTO DAS PEDRAS POLIÉDRICAS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"65,69"
Recomposição de Pavimentos,101819,"RECOMPOSIÇÃO DE PAVIMENTO EM PARALELEPÍPEDOS, REJUNTAMENTO COM ARGAMASSA, COM REAPROVEITAMENTO DOS PARALELEPÍPEDOS, PARA O FECHAMENTO DE VALAS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"80,96"
Recomposição de Pavimentos,104370,"RECOMPOSIÇÃO DE PAVIMENTO EM PARALELEPÍPEDOS, REJUNTAMENTO COM PEDRISCO E EMULSÃO ASFÁLTICA, COM REAPROVEITAMENTO DOS PARALELEPÍPEDOS, PARA O FECHAMENTO DE VALAS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,-
Recomposição de Pavimentos,101817,"RECOMPOSIÇÃO DE PAVIMENTO EM PARALELEPÍPEDOS, REJUNTAMENTO COM PÓ DE PEDRA, COM REAPROVEITAMENTO DOS PARALELEPÍPEDOS, PARA O FECHAMENTO DE VALAS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"64,91"
Recomposição de Pavimentos,101816,"RECOMPOSIÇÃO DE PAVIMENTO EM PEDRAS POLIÉDRICAS, REJUNTAMENTO COM ARGAMASSA, COM REAPROVEITAMENTO DAS PEDRAS POLIÉDRICAS, PARA O FECHAMENTO DE VALAS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"88,99"
Recomposição de Pavimentos,104369,"RECOMPOSIÇÃO DE PAVIMENTO EM PEDRAS POLIÉDRICAS, REJUNTAMENTO COM PEDRISCO E EMULSÃO ASFÁLTICA COM REAPROVEITAMENTO DAS PEDRAS POLIÉDRICAS, PARA O FECHAMENTO DE VALAS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,-
Recomposição de Pavimentos,101820,"RECOMPOSIÇÃO DE PAVIMENTO EM PISO INTERTRAVADO SEXTAVADO, COM REAPROVEITAMENTO DOS BLOCOS SEXTAVADO, PARA O FECHAMENTO DE VALAS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"50,96"
Recomposição de Pavimentos,102988,"RECOMPOSIÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM REAPROVEITAMENTO DOS BLOCOS INTERTRAVADOS, PARA FECHAMENTO DE VALAS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"66,95"
Recomposição de Pavimentos,101814,"RECOMPOSIÇÃO DE PAVIMENTOS EM PEDRA POLIÉDRICA, REJUNTAMENTO COM PÓ DE PEDRA, COM REAPROVEITAMENTO DAS PEDRAS POLIÉDRICAS PARA O FECHAMENTO DE VALAS - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020",M2,"60,29"
Recomposição de Pavimentos,104387,EXECUÇÃO DE TAPA BURACO COM APLICAÇÃO DE CONCRETO ASFÁLTICO (AQUISIÇÃO EM USINA) E PINTURA DE LIGAÇÃO. AF_12/2020,M3,-
Recomposição de Pavimentos,104364,EXECUÇÃO DE TAPA BURACO COM APLICAÇÃO DE CONCRETO ASFÁLTICO (USINAGEM PRÓPRIA) E PINTURA DE LIGAÇÃO. AF_12/2020,M3,-
Recomposição de Pavimentos,102097,EXECUÇÃO DE TAPA BURACO COM APLICAÇÃO DE PRÉ MISTURADO A FRIO (AQUISIÇÃO EM USINA) E PINTURA DE LIGAÇÃO. AF_12/2020,M3,-
Recomposição de Pavimentos,104365,EXECUÇÃO DE TAPA BURACO COM APLICAÇÃO DE PRÉ MISTURADO A FRIO (USINAGEM PRÓPRIA) E PINTURA DE LIGAÇÃO. AF_12/2020,M3,-
Recomposição de Pavimentos,101849,RECOMPOSIÇÃO DE BASE E OU SUB-BASE PARA FECHAMENTO DE VALAS DE BRITA GRADUADA SIMPLES - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020,M3,"240,04"
Recomposição de Pavimentos,101841,RECOMPOSIÇÃO DE BASE E OU SUB-BASE PARA FECHAMENTO DE VALAS DE SOLO BRITA (40/60) - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020,M3,"138,31"
Recomposição de Pavimentos,101843,RECOMPOSIÇÃO DE BASE E OU SUB-BASE PARA FECHAMENTO DE VALAS DE SOLO BRITA (40/60) COM CIMENTO (TEOR DE 4%) - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020,M3,"205,56"
Recomposição de Pavimentos,101844,RECOMPOSIÇÃO DE BASE E OU SUB-BASE PARA FECHAMENTO DE VALAS DE SOLO BRITA (40/60) COM CIMENTO (TEOR DE 6%) - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020,M3,"236,99"
Recomposição de Pavimentos,101845,RECOMPOSIÇÃO DE BASE E OU SUB-BASE PARA FECHAMENTO DE VALAS DE SOLO BRITA (40/60) COM CIMENTO (TEOR DE 8%) - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020,M3,"267,97"
Recomposição de Pavimentos,101842,RECOMPOSIÇÃO DE BASE E OU SUB-BASE PARA FECHAMENTO DE VALAS DE SOLO BRITA (50/50) - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020,M3,"120,12"
Recomposição de Pavimentos,101846,RECOMPOSIÇÃO DE BASE E OU SUB-BASE PARA FECHAMENTO DE VALAS DE SOLO BRITA (50/50) COM CIMENTO (TEOR DE 4%) - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020,M3,"188,10"
Recomposição de Pavimentos,101847,RECOMPOSIÇÃO DE BASE E OU SUB-BASE PARA FECHAMENTO DE VALAS DE SOLO BRITA (50/50) COM CIMENTO (TEOR DE 6%) - INCLUSO RETIRADA E COLOCAÇÃO DO MATERIAL. AF_12/2020,M3,"219,88"
